MYL9	-3.67286369262434
PF4	-3.47381557040977
NRGN	-3.17261514033655
S100A11	-2.94011351475896
OAZ1	-2.76904995533834
MSRB1	-2.76434996069318
PPBP	-2.74223424492325
R3HDM4	-2.69428454889187
FLOT2	-2.64035358580662
CDA	-2.62891398148588
TREML1	-2.56336304899228
PI3	-2.55400294576814
PDZK1IP1	-2.5288092882356
RHOG	-2.51419854294666
IFITM2	-2.45615854356607
SERPINA1	-2.44512058178118
PGLYRP1	-2.34576796872753
EFHD2	-2.32717056465439
MTND2P28	-2.32149000439856
GPX1	-2.30205019592842
GP9	-2.28737252311194
ALPL	-2.20681101377969
S1PR4	-2.17723786128354
TUBA1A	-2.16282203263005
ZYX	-2.06057995011637
SH3BGRL3	-2.04716224524421
FRAT2	-2.02306643326904
PRDX5	-2.0225500252524
SPI1	-1.99473172212537
ARRB2	-1.98804293975921
C10orf54	-1.98006129025992
TAGLN2	-1.97770741259596
S100A6	-1.9729430061579
HCK	-1.97259127584966
HIST1H2BK	-1.96162877300912
NCF4	-1.93747011860151
BLVRB	-1.93231761413811
UBC	-1.91040756672899
SPARC	-1.90538889406169
NINJ1	-1.89324220783486
CD14	-1.87577980346967
GAPDH	-1.8727652144706
TUBB1	-1.86853250163354
FTH1	-1.86753811259729
HBA2	-1.85333797275916
NFE2	-1.82481829105995
PLP2	-1.82077071600124
GPSM3	-1.81927721344374
TSPO	-1.81024717038067
DUSP1	-1.78456947050118
CAMP	-1.7825779286503
ARHGDIB	-1.77613323183912
LITAF	-1.77277141308933
FTL	-1.75559281028111
TALDO1	-1.75374164363698
OST4	-1.74917210291921
MARCH2	-1.73940677085018
HBB	-1.73793047844494
FBXO7	-1.73147589917864
FPR1	-1.7291589406593
S100A4	-1.72665525228112
ALOX5AP	-1.71116344356899
BASP1	-1.65795784208485
SLPI	-1.65422722916985
LAPTM5	-1.64004394747889
VASP	-1.6258503856764
GUK1	-1.62279638371713
VIM	-1.58306301645935
F13A1	-1.57833734297418
MT-RNR1	-1.56619590149168
ICAM3	-1.56577799909167
BSG	-1.55331631116549
HLA-E	-1.54743567112035
HBQ1	-1.54554282110886
PPP1R18	-1.54317867008458
ACSL1	-1.53249456415199
LST1	-1.52148425106516
RP5-1154L15.2	-1.51286218898046
LILRA2	-1.51146047782867
NCF1B	-1.50108052924892
RAB1B	-1.4976786244346
MMP25	-1.49263757824886
LYL1	-1.49117317448118
FCER1G	-1.49043971068655
CSF3R	-1.48200516991597
FCGRT	-1.47639169216151
GNB2	-1.47524640928755
CNPY3	-1.47321115418573
FLOT1	-1.4550913092589
FGR	-1.44703822699482
MT-TA	-1.44380099340309
FCN1	-1.43937748985755
TYROBP	-1.43589220387233
UBXN6	-1.43280284549325
DOK3	-1.42895358189749
CST7	-1.4267676943143
CLIC1	-1.42134464860144
MYO1F	-1.41246189201733
EMP3	-1.40804990913739
GRINA	-1.40353498423079
ATP6V0E1	-1.3998724132357
CYBA	-1.3982588533265
GNG5	-1.39551634710488
LILRA5	-1.38112958431987
HBA1	-1.38022191104529
UBB	-1.37671473290161
MT-TQ	-1.37485299957909
CXCR1	-1.37419401183024
S100A9	-1.37400715235019
LINC01272	-1.36966430965686
CAP1	-1.36577736616821
IMPDH1	-1.36429641669882
LIMD2	-1.35864500092502
ITGAX	-1.35581269166789
PHOSPHO1	-1.35178854457975
TCEB2	-1.34380804319304
PYCARD	-1.34280885280473
CDC34	-1.33951359135095
XPO6	-1.33819306810328
PROK2	-1.33192601298898
AQP9	-1.33016858836681
ANPEP	-1.32258249683528
ABTB1	-1.31996933795856
CNN2	-1.31659870407505
SELL	-1.31657589565455
RP11-632C17__A.1	-1.31526202513047
PHC2	-1.31276256627
MBOAT7	-1.30902211492158
COX6B1	-1.30524015674912
UBA52	-1.30417126654915
LGALS1	-1.30369094598172
RNASE2	-1.29928154469969
YPEL3	-1.29447453540137
MT-ND6	-1.29321923223131
MT-TW	-1.28672941732786
RNA5-8SP6	-1.27774785573152
FKBP8	-1.27719450412917
NFAM1	-1.27117486635475
SHKBP1	-1.27061451888984
NCF1	-1.26993703641522
ARPC1B	-1.25876888784525
AP001189.4	-1.25716659844742
COTL1	-1.2541856211294
ADGRG3	-1.23545384655971
HBM	-1.22782669678475
CDKN2D	-1.22524467054072
CHI3L1	-1.20903234917963
PRELID1	-1.20210283665814
SLC25A39	-1.19139933801775
S100A12	-1.18825102298666
TIMP1	-1.18644224675468
FAM129A	-1.18634367338215
SLC25A37	-1.18174305845613
AGTRAP	-1.17692523394479
S100A10	-1.16841753759478
C19orf38	-1.15387195117374
CTSD	-1.15384625787966
ITGA2B	-1.15231346292922
NCF2	-1.14942724533283
NDUFB7	-1.14814826755283
SERF2	-1.14485487965146
CLU	-1.13368008996435
TNFRSF1B	-1.13255180368306
H3F3AP4	-1.12909073870183
TCIRG1	-1.12737421736079
TMSB4X	-1.12462347113761
CD37	-1.12184483227178
WAS	-1.11388379778949
CYTH4	-1.11349341375308
FKBP1A	-1.11049569332396
LTF	-1.10323190047154
NOP10	-1.09900146180343
SELPLG	-1.09404579586986
PLEKHO2	-1.09351108295648
HCST	-1.08373790495525
HLA-C	-1.08342946633581
ATP6V1F	-1.08333221806211
CTA-363E6.6	-1.07979577341199
MT-RNR2	-1.07282177454261
PYGL	-1.07179788758998
RETN	-1.06473843795831
TESC	-1.06133328608797
GPX4	-1.05914829809299
DCAF12	-1.0577959848452
BCL2L1	-1.05258215232893
TSC22D3	-1.05182268011802
ARHGAP9	-1.05159192796712
ALDOA	-1.04949684903772
CFL1	-1.04519306839269
LSP1	-1.04236994188189
PFN1	-1.0315410574772
ALOX5	-1.03127000158398
HBG1	-1.0263254795434
ITGB2-AS1	-1.02314756105716
C9orf16	-1.02311774908937
PGD	-1.02231516285027
TNFRSF1A	-1.02131164709663
CHMP2A	-1.02025048152207
DAD1	-1.017777302192
RHOA	-1.01659884283351
IGKV4-1	-1.01490450656222
TUBA4A	-1.01454067772507
IGHG3	-1.01049251361882
LRG1	-1.01045641934217
MT-TP	-0.998098858902607
ZDHHC18	-0.99318088377105
FGD3	-0.991159952694811
PLBD1	-0.988732128273507
RPS9	-0.987885974035555
LRRC25	-0.985803284017344
TRAPPC1	-0.985471832544723
RGS19	-0.984711955242791
PRDX6	-0.983896701312774
LCN2	-0.981536860393383
RNA5-8SP2	-0.977157588542335
FERMT3	-0.974556388732709
C6orf25	-0.967083579640481
SNCA	-0.964745252253534
MT-ND1	-0.962860991608628
JUNB	-0.959098895963002
SIRPA	-0.95125488133009
C5AR1	-0.95105733977391
ATP6V0B	-0.949302295408955
ZNF467	-0.945622310646911
SMAP2	-0.944937859067159
GNAI2	-0.944726766539981
SLC9A3R1	-0.942164046926162
TKT	-0.939030337764389
RASGRP4	-0.93330477760892
RPS26	-0.932847847213914
COX5B	-0.922174602607758
MOB3A	-0.921157726073262
HIGD2A	-0.915593955472444
STX10	-0.913563700525222
MT-CO2	-0.91341477549295
FCGR2A	-0.907136305374285
CTSZ	-0.898554911425841
RASSF2	-0.89463691781059
TGFB1	-0.892854541701814
CEACAM3	-0.891619868416444
GLIPR2	-0.88767972810877
RMRP	-0.886970115267917
NQO2	-0.884512928364691
7SK	-0.88446639611506
CEBPB	-0.883782320466515
CORO1A	-0.87966569828058
CD53	-0.876537836172154
HLA-B	-0.876527300917789
LINC00694	-0.874721090308412
ACTG1	-0.871941164692564
RPL39P3	-0.87085355926094
CMTM2	-0.870483136702132
MT-CO1	-0.86834036951145
CPPED1	-0.867879331821104
ARPC4	-0.862170148895744
RAB7A	-0.858662566105263
ACTB	-0.844392142092066
AHSP	-0.840808079339976
PTGS1	-0.836435090939549
MT-CO3	-0.834824782222055
DYSF	-0.834338019977412
SECTM1	-0.831567984823127
TPI1	-0.83136088767394
MT-ATP6	-0.831257636095211
